,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
18346,Fully Paid,269280.0,Short Term,741.0,1488384.0,2-3 years,Home Mortgage,Debt Consolidation,39814.31,19.0,15.0,0.0,352868.0,873026.0,0.0,0.0,124032.0,0.321000306372549,0.4041895659464896
18349,Fully Paid,649814.0,Long Term,670.0,1338208.0,10+ years,Rent,Debt Consolidation,18957.82,15.4,8.0,0.0,54663.0,336666.0,0.0,0.0,111517.33333333333,0.16999886415265789,0.16236566805082783
18350,Fully Paid,708070.0,Long Term,713.0,1361027.0,7-9 years,Home Mortgage,Debt Consolidation,16105.35,22.0,8.0,0.0,118294.0,299728.0,0.0,0.0,113418.91666666667,0.14199879943601412,0.3946711685261304
18355,Fully Paid,472758.0,Short Term,712.0,1749843.0,2-3 years,Home Mortgage,Other,9624.07,11.7,5.0,0.0,28842.0,180466.0,0.0,0.0,145820.25,0.06599954395908661,0.15981957820309642
18356,Charged Off,166694.0,Short Term,709.0,1207469.0,4-6 years,Rent,Debt Consolidation,14288.38,14.1,11.0,0.0,19057.0,96800.0,0.0,0.0,100622.41666666667,0.14199996852921273,0.1968698347107438
18359,Fully Paid,219406.0,Short Term,708.0,408139.0,4-6 years,Rent,Business Loan,6019.96,35.4,10.0,0.0,194940.0,351032.0,0.0,0.0,34011.583333333336,0.17699734649224896,0.5553339866450921
18361,Charged Off,297396.0,Long Term,730.0,1120734.0,7-9 years,Home Mortgage,Debt Consolidation,12888.46,9.9,9.0,0.0,176795.0,246642.0,0.0,0.0,93394.5,0.13800020343810396,0.7168081673032168
18362,Fully Paid,115302.0,Short Term,722.0,1665901.0,10+ years,Home Mortgage,Debt Consolidation,18324.74,18.8,5.0,0.0,2872.040000000002,22148.06,0.0,0.0,138825.08333333334,0.13199876823412676,0.1296745629188291
18366,Fully Paid,247764.0,Long Term,725.0,764180.0,4-6 years,Rent,Debt Consolidation,14519.42,12.8,11.0,0.0,142253.0,435732.0,0.0,0.0,63681.666666666664,0.228,0.3264690222430301
18369,Fully Paid,70180.0,Long Term,700.0,681948.0,4-6 years,Rent,Big Purchase,1778.78,10.6,3.0,0.0,2872.040000000002,22148.06,0.0,0.0,56829.0,0.03130056837178201,0.1296745629188291
18372,Fully Paid,405262.0,Long Term,674.0,1323236.0,2-3 years,Rent,Other,6307.43,7.9,8.0,0.0,65512.0,246268.0,0.0,0.0,110269.66666666667,0.05720004594796393,0.2660191336267806
18375,Fully Paid,553300.0,Short Term,710.0,2064312.0,10+ years,Home Mortgage,Debt Consolidation,19782.99,38.0,8.0,0.0,355015.0,446820.0,0.0,0.0,172026.0,0.115,0.794536950002238
18376,Fully Paid,382338.0,Short Term,700.0,1262189.0,2-3 years,Home Mortgage,Debt Consolidation,32290.88,13.5,9.0,1.0,59489.0,226600.0,1.0,0.0,105182.41666666667,0.30699884090259066,0.26252868490732567
18378,Fully Paid,502810.0,Short Term,715.0,1088054.0,0-1 year,Home Mortgage,Debt Consolidation,21851.71,14.9,11.0,1.0,38152.0,44990.0,1.0,0.0,90671.16666666667,0.2409995459784165,0.8040318383845896
18379,Charged Off,191686.0,Short Term,713.0,652840.0,0-1 year,Own Home,Debt Consolidation,15504.76,22.4,6.0,0.0,202920.0,254826.0,0.0,0.0,54403.333333333336,0.2849965075669383,0.7963080690353418
18383,Fully Paid,570196.0,Long Term,681.0,1575442.0,7-9 years,Home Mortgage,Debt Consolidation,25338.4,13.6,19.0,0.0,331303.0,548020.0,0.0,0.0,131286.83333333334,0.19300031356279698,0.6045454545454545
18384,Fully Paid,77880.0,Short Term,706.0,1120962.0,10+ years,Home Mortgage,Other,17374.93,14.8,14.0,0.0,137617.0,226996.0,0.0,0.0,93413.5,0.18600020339672532,0.6062529736206805
18385,Fully Paid,391886.0,Short Term,747.0,1579394.0,4-6 years,Rent,Debt Consolidation,11963.92,23.3,6.0,0.0,556225.0,1257916.0,0.0,0.0,131616.16666666666,0.09090007939754109,0.4421797639906003
18386,Charged Off,112442.0,Short Term,720.0,1456635.0,4-6 years,Own Home,Debt Consolidation,16629.94,14.3,12.0,1.0,35758.0,260392.0,1.0,0.0,121386.25,0.1370001956564273,0.1373237273034502
18387,Charged Off,408056.0,Short Term,712.0,834651.0,2-3 years,Home Mortgage,Debt Consolidation,14467.36,17.8,25.0,0.0,158327.0,593296.0,0.0,0.0,69554.25,0.20800109267226663,0.26686004962109977
18388,Fully Paid,270050.0,Short Term,750.0,583053.0,4-6 years,Rent,Other,11427.93,24.5,13.0,0.0,159638.0,2497924.0,0.0,0.0,48587.75,0.23520187701632614,0.06390826942693212
18390,Fully Paid,134178.0,Short Term,745.0,1969977.0,10+ years,Home Mortgage,Debt Consolidation,31421.06,18.6,13.0,0.0,543153.0,1723040.0,0.0,0.0,164164.75,0.19139955441104137,0.31522947813167423
18392,Fully Paid,421212.0,Short Term,750.0,1610478.0,2-3 years,Home Mortgage,Debt Consolidation,19862.41,13.1,24.0,0.0,653543.0,1696728.0,0.0,0.0,134206.5,0.1479988674170029,0.38517841398267727
18394,Fully Paid,410300.0,Short Term,729.0,1187633.0,7-9 years,Rent,Debt Consolidation,16923.68,13.3,7.0,0.0,71991.0,94732.0,0.0,0.0,98969.41666666667,0.17099908810213255,0.7599438415741249
18395,Charged Off,156002.0,Short Term,718.0,785878.0,10+ years,Own Home,Big Purchase,22528.3,13.0,13.0,1.0,179854.0,286044.0,1.0,0.0,65489.833333333336,0.3439969053720806,0.6287634070282894
18396,Fully Paid,174812.0,Short Term,701.0,1132362.0,2-3 years,Home Mortgage,Essential Needs,10191.22,13.8,12.0,0.0,140467.0,380006.0,0.0,0.0,94363.5,0.10799959730192288,0.36964416351320767
18397,Fully Paid,392700.0,Long Term,698.0,1554808.0,10+ years,Home Mortgage,Debt Consolidation,22544.64,41.1,11.0,0.0,223934.0,342078.0,0.0,0.0,129567.33333333333,0.17399941343239808,0.6546284765462848
18398,Fully Paid,115302.0,Short Term,690.0,370538.0,4-6 years,Rent,Other,9170.73,8.3,7.0,0.0,110067.0,304898.0,0.0,0.0,30878.166666666668,0.2969972310532253,0.3609961364128331
18399,Fully Paid,183524.0,Long Term,702.0,1398495.0,0-1 year,Rent,Debt Consolidation,9789.56,18.9,13.0,0.0,151031.0,192170.0,0.0,0.0,116541.25,0.08400081516201345,0.7859239215278139
18400,Fully Paid,555236.0,Short Term,741.0,1985177.0,10+ years,Rent,Debt Consolidation,17535.86,18.6,20.0,0.0,379316.0,1140788.0,0.0,0.0,165431.41666666666,0.10600078481666875,0.3325034975823729
18401,Fully Paid,153890.0,Short Term,713.0,1079694.0,10+ years,Home Mortgage,Debt Consolidation,14485.98,19.6,8.0,0.0,94715.0,149402.0,0.0,0.0,89974.5,0.16100095026924294,0.6339607234173572
18402,Fully Paid,260700.0,Short Term,745.0,1350900.0,4-6 years,Home Mortgage,Debt Consolidation,15085.05,22.9,12.0,0.0,197030.0,623304.0,0.0,0.0,112575.0,0.13399999999999998,0.3161057846572459
18403,Charged Off,262570.0,Short Term,738.0,1398400.0,2-3 years,Rent,Debt Consolidation,28667.39,17.0,9.0,0.0,861612.0,1107282.0,0.0,0.0,116533.33333333333,0.24600163043478263,0.7781323998764542
18405,Fully Paid,306922.0,Short Term,694.0,764921.0,10+ years,Rent,Debt Consolidation,12238.66,24.5,10.0,0.0,208601.0,293854.0,0.0,0.0,63743.416666666664,0.19199880772001293,0.7098797361955257
18406,Charged Off,119724.0,Short Term,735.0,363961.72000000003,7-9 years,Rent,Debt Consolidation,9291.76,19.4,9.0,0.0,146528.0,258258.0,0.0,0.0,30330.143333333337,0.3063539759071366,0.5673706138822417
18409,Fully Paid,375320.0,Short Term,745.0,1620567.0,10+ years,Rent,Debt Consolidation,17002.53,20.6,11.0,0.0,174553.0,1224938.0,0.0,0.0,135047.25,0.125900601456157,0.14249945711538053
18411,Fully Paid,449064.0,Short Term,750.0,1803404.0,10+ years,Home Mortgage,Debt Consolidation,21340.23,15.5,4.0,0.0,416575.0,949476.0,0.0,0.0,150283.66666666666,0.14199966285979182,0.4387420008509957
18412,Fully Paid,193446.0,Short Term,746.0,1225158.0,2-3 years,Home Mortgage,Debt Consolidation,4808.71,15.0,6.0,0.0,82042.0,296890.0,0.0,0.0,102096.5,0.04709965571787476,0.2763380376570447
18413,Charged Off,95788.0,Short Term,722.0,1134528.0,0-1 year,Rent,Debt Consolidation,21839.74,7.4,7.0,1.0,24662.0,118470.0,1.0,0.0,94544.0,0.23100080385852093,0.20817084493964716
18414,Charged Off,219450.0,Short Term,743.0,1076882.0,10+ years,Home Mortgage,Debt Consolidation,12473.88,20.8,6.0,1.0,13908.0,32934.0,1.0,0.0,89740.16666666667,0.13899996471293974,0.42229914374202954
18416,Fully Paid,165000.0,Short Term,666.0,912000.0,10+ years,Rent,Debt Consolidation,13680.0,16.1,17.0,0.0,221388.0,325732.0,0.0,0.0,76000.0,0.18,0.679663035869979
18417,Charged Off,344256.0,Long Term,730.0,1905890.0,10+ years,Rent,Debt Consolidation,18328.35,23.2,9.0,0.0,278388.0,571538.0,0.0,0.0,158824.16666666666,0.11540025919649087,0.4870857230840294
18421,Fully Paid,666688.0,Long Term,690.0,1295363.0,10+ years,Home Mortgage,Debt Consolidation,25259.55,19.1,13.0,0.0,289389.0,436876.0,0.0,0.0,107946.91666666667,0.23399973598134266,0.6624053507173661
18422,Fully Paid,230604.0,Long Term,728.0,1640707.0,2-3 years,Home Mortgage,Debt Consolidation,27892.0,19.0,19.0,0.0,189563.0,406472.0,0.0,0.0,136725.58333333334,0.20399986103551698,0.4663617666161507
18423,Fully Paid,756294.0,Short Term,737.0,2052798.0,4-6 years,Rent,Debt Consolidation,20014.79,11.6,23.0,0.0,303373.0,1108096.0,0.0,0.0,171066.5,0.11700005553395902,0.2737786256786416
18429,Fully Paid,220814.0,Short Term,709.0,858173.0,4-6 years,Own Home,Debt Consolidation,19022.61,15.4,12.0,0.0,282929.0,476850.0,0.0,0.0,71514.41666666667,0.265996856111763,0.5933291391422879
18431,Fully Paid,354816.0,Short Term,738.0,2872800.0,2-3 years,Rent,Debt Consolidation,15297.66,16.0,6.0,0.0,357200.0,467874.0,0.0,0.0,239400.0,0.0639,0.7634534083962776
18433,Fully Paid,767844.0,Short Term,723.0,2425198.0,10+ years,Home Mortgage,Debt Consolidation,36579.94,27.3,14.0,0.0,580488.0,721974.0,0.0,0.0,202099.83333333334,0.1809993575782266,0.8040289539512503
18435,Charged Off,759616.0,Short Term,663.0,1499480.0,0-1 year,Rent,Debt Consolidation,19243.39,11.8,12.0,0.0,152437.0,425326.0,0.0,0.0,124956.66666666667,0.15400050684237201,0.3584003799438548
18436,Charged Off,200310.0,Short Term,738.0,3556135.0,10+ years,Home Mortgage,Debt Consolidation,20329.05,11.3,6.0,0.0,134216.0,158092.0,0.0,0.0,296344.5833333333,0.06859936419736597,0.8040318383845896
18437,Fully Paid,159896.0,Short Term,734.0,863132.0,0-1 year,Rent,Debt Consolidation,9925.98,8.9,4.0,0.0,85690.0,99924.0,0.0,0.0,71927.66666666667,0.1379994716914678,0.8040318383845896
18440,Fully Paid,607310.0,Short Term,748.0,1966880.0,4-6 years,Home Mortgage,Debt Consolidation,20160.33,41.7,12.0,0.0,720594.0,1421398.0,0.0,0.0,163906.66666666666,0.12299884080370944,0.5069614562564461
18441,Fully Paid,194612.0,Short Term,734.0,784358.0,4-6 years,Own Home,Debt Consolidation,11046.41,22.9,9.0,1.0,168530.0,460218.0,1.0,0.0,65363.166666666664,0.16900053291991668,0.36619602014697383
18442,Charged Off,157740.0,Long Term,660.0,948575.0,4-6 years,Home Mortgage,Debt Consolidation,13201.2,15.1,14.0,0.0,67127.0,218944.0,0.0,0.0,79047.91666666667,0.16700250375563344,0.30659438029815844
18443,Fully Paid,265980.0,Short Term,724.0,1014562.0,2-3 years,Home Mortgage,Debt Consolidation,9046.28,15.6,18.0,0.0,252567.0,405614.0,0.0,0.0,84546.83333333333,0.10699726581519908,0.6226782113043435
18445,Fully Paid,330132.0,Short Term,735.0,1140456.0,4-6 years,Rent,Debt Consolidation,16536.65,13.6,12.0,0.0,283404.0,447062.0,0.0,0.0,95038.0,0.174000399840064,0.6339254957925299
18447,Fully Paid,363066.0,Short Term,745.0,1444285.0,7-9 years,Home Mortgage,Debt Consolidation,30691.08,30.0,13.0,0.0,461320.0,715066.0,0.0,0.0,120357.08333333333,0.2550001973294745,0.6451432455185955
18448,Charged Off,130768.0,Short Term,713.0,602281.0,0-1 year,Rent,Debt Consolidation,11543.64,11.8,20.0,0.0,191520.0,248336.0,0.0,0.0,50190.083333333336,0.22999842266317547,0.7712131950260936
18452,Charged Off,531850.0,Long Term,676.0,1561724.0,4-6 years,Home Mortgage,Debt Consolidation,31624.74,30.8,19.0,0.0,546687.0,910778.0,0.0,0.0,130143.66666666667,0.24299868606744854,0.6002417713207829
18453,Fully Paid,78364.0,Short Term,709.0,1218185.0,4-6 years,Rent,Debt Consolidation,18272.87,9.1,8.0,0.0,186504.0,252868.0,0.0,0.0,101515.41666666667,0.1800009358184512,0.737554771659522
18455,Fully Paid,223674.0,Short Term,742.0,649059.0,2-3 years,Rent,Essential Needs,5949.66,13.6,4.0,0.0,25061.0,58124.0,0.0,0.0,54088.25,0.10999912180556776,0.43116440712958504
18458,Charged Off,253506.0,Short Term,740.0,659148.0,0-1 year,Rent,Debt Consolidation,12359.12,29.7,8.0,0.0,332823.0,532290.0,0.0,0.0,54929.0,0.2250017295053615,0.625266302203686
18459,Fully Paid,88528.0,Short Term,725.0,1019293.0,0-1 year,Rent,Debt Consolidation,3448.5,7.8,10.0,0.0,33250.0,182446.0,0.0,0.0,84941.08333333333,0.04059872872667624,0.18224570557863698
18460,Fully Paid,222970.0,Short Term,748.0,1039851.0,2-3 years,Home Mortgage,Debt Consolidation,16811.01,12.8,8.0,0.0,134520.0,173844.0,0.0,0.0,86654.25,0.19400098667982238,0.7737971974874025
18462,Charged Off,277728.0,Long Term,739.0,1765309.0,10+ years,Home Mortgage,Other,15152.31,17.4,5.0,0.0,2872.040000000002,22148.06,0.0,0.0,147109.08333333334,0.10300050586044708,0.1296745629188291
18463,Charged Off,346478.0,Short Term,702.0,782667.0,7-9 years,Home Mortgage,Debt Consolidation,13761.89,17.1,6.0,0.0,262884.0,411356.0,0.0,0.0,65222.25,0.21099992717209234,0.6390668909654897
18464,Fully Paid,315194.0,Short Term,718.0,1587868.0,2-3 years,Rent,Debt Consolidation,7343.88,9.6,5.0,0.0,261915.0,407088.0,0.0,0.0,132322.33333333334,0.0554999282056191,0.643386687890579
18466,Fully Paid,220154.0,Short Term,726.0,1102779.0,7-9 years,Own Home,Debt Consolidation,18931.03,20.5,12.0,0.0,399475.0,627594.0,0.0,0.0,91898.25,0.2059998966247997,0.6365181948839537
18467,Fully Paid,523028.0,Long Term,715.0,1882140.0,10+ years,Home Mortgage,Debt Consolidation,26193.21,11.0,14.0,0.0,247646.0,662244.0,0.0,0.0,156845.0,0.16700060569351907,0.3739497828594899
18468,Fully Paid,157806.0,Short Term,724.0,662549.0,4-6 years,Home Mortgage,Debt Consolidation,10379.7,10.8,11.0,0.0,216866.0,300344.0,0.0,0.0,55212.416666666664,0.18799575578560984,0.7220587060171004
18471,Charged Off,141834.0,Short Term,748.0,1117770.0,10+ years,Home Mortgage,Debt Consolidation,17139.14,29.0,11.0,0.0,236493.0,306306.0,0.0,0.0,93147.5,0.184,0.7720808603161544
18472,Fully Paid,773168.0,Short Term,715.0,1583460.0,10+ years,Home Mortgage,Debt Consolidation,24807.54,22.2,17.0,0.0,1013688.0,2030688.0,0.0,0.0,131955.0,0.188,0.4991845128350589
18473,Fully Paid,431728.0,Long Term,669.0,1342274.0,7-9 years,Rent,Debt Consolidation,10067.15,27.3,4.0,0.0,174572.0,209484.0,0.0,0.0,111856.16666666667,0.09000084930498542,0.8040318383845896
18476,Fully Paid,724724.0,Short Term,747.0,1636964.0,2-3 years,Rent,Debt Consolidation,28101.19,11.0,10.0,0.0,271149.0,765776.0,0.0,0.0,136413.66666666666,0.20599981429035702,0.35408396188963875
18477,Charged Off,350306.0,Long Term,735.0,605074.0,7-9 years,Rent,Debt Consolidation,5864.16,17.9,7.0,0.0,96292.0,401038.0,0.0,0.0,50422.833333333336,0.11629969226904477,0.24010692253601904
18478,Fully Paid,437448.0,Short Term,750.0,1038939.0,4-6 years,Own Home,Other,3887.4,15.6,7.0,0.0,35606.0,710864.0,0.0,0.0,86578.25,0.044900422450211225,0.050088343199261746
18482,Fully Paid,233354.0,Short Term,741.0,1131298.0,2-3 years,Rent,Debt Consolidation,12632.91,22.6,12.0,1.0,158726.0,545358.0,1.0,0.0,94274.83333333333,0.1340008733331094,0.2910491823719465
18483,Fully Paid,176352.0,Short Term,740.0,1865724.0,7-9 years,Own Home,Other,18501.63,15.4,9.0,1.0,14174.0,912384.0,1.0,0.0,155477.0,0.11899914456800685,0.015535125561167228
18484,Fully Paid,93852.0,Short Term,718.0,706325.0,10+ years,Home Mortgage,Big Purchase,11359.91,16.0,14.0,1.0,75525.0,281226.0,1.0,0.0,58860.416666666664,0.19299744451916612,0.2685562501333447
18485,Fully Paid,500852.0,Short Term,742.0,988684.0,7-9 years,Rent,Debt Consolidation,6451.26,8.4,5.0,0.0,238659.0,574508.0,0.0,0.0,82390.33333333333,0.07830117610884772,0.4154145808239398
18486,Fully Paid,564146.0,Short Term,710.0,1287858.0,10+ years,Rent,Debt Consolidation,16098.32,30.5,14.0,0.0,72789.0,842754.0,0.0,0.0,107321.5,0.1500008851907586,0.08637039990317459
18487,Fully Paid,539506.0,Long Term,710.0,1630789.0,0-1 year,Home Mortgage,Big Purchase,29626.13,16.2,15.0,0.0,417392.0,1095908.0,0.0,0.0,135899.08333333334,0.21800095536577693,0.3808640871314015
18489,Fully Paid,178464.0,Short Term,745.0,751374.0,4-6 years,Home Mortgage,Debt Consolidation,14150.82,18.6,11.0,0.0,131024.0,528638.0,0.0,0.0,62614.5,0.22599908966772872,0.2478520272852122
18492,Charged Off,430364.0,Short Term,738.0,854867.0,0-1 year,Home Mortgage,Debt Consolidation,18806.96,15.4,9.0,0.0,391989.0,481844.0,0.0,0.0,71238.91666666667,0.26399839975107237,0.8040318383845896
18496,Fully Paid,260150.0,Short Term,732.0,758271.0,0-1 year,Home Mortgage,Debt Consolidation,8821.13,11.8,9.0,0.0,245727.0,739046.0,0.0,0.0,63189.25,0.13959858678493572,0.3324921588101417
18497,Fully Paid,115104.0,Short Term,725.0,471162.0,10+ years,Rent,Debt Consolidation,5653.83,21.8,9.0,1.0,97793.0,226468.0,1.0,0.0,39263.5,0.14399709654004356,0.4318181818181818
18498,Fully Paid,67166.0,Short Term,735.0,1227609.0,7-9 years,Rent,Other,20255.71,14.0,24.0,0.0,188043.0,483868.0,0.0,0.0,102300.75,0.19800157867855317,0.3886245835641125
18500,Fully Paid,321706.0,Short Term,738.0,1254152.0,2-3 years,Rent,Debt Consolidation,9552.25,14.7,6.0,0.0,305615.0,614328.0,0.0,0.0,104512.66666666667,0.09139801236213792,0.4974785456629032
18502,Fully Paid,468600.0,Long Term,717.0,3680889.0,7-9 years,Home Mortgage,Debt Consolidation,43863.97,14.8,13.0,0.0,1145187.0,1415150.0,0.0,0.0,306740.75,0.1430001393685058,0.8040318383845896
18503,Fully Paid,154088.0,Short Term,711.0,1140684.0,2-3 years,Rent,Debt Consolidation,2452.52,14.2,4.0,0.0,75487.0,127600.0,0.0,0.0,95057.0,0.025800519688187088,0.5915909090909091
18504,Fully Paid,783640.0,Long Term,683.0,2900445.0,0-1 year,Rent,Business Loan,36980.65,14.3,10.0,0.0,610261.0,1132384.0,0.0,0.0,241703.75,0.15299990173921588,0.538917010484076
18505,Fully Paid,65230.0,Short Term,743.0,2628878.0,4-6 years,Home Mortgage,Other,35927.86,17.3,16.0,0.0,775162.0,1310298.0,0.0,0.0,219073.16666666666,0.16399936398722192,0.5915921416349563
18506,Fully Paid,399652.0,Short Term,701.0,1556651.0,4-6 years,Home Mortgage,Debt Consolidation,15696.28,25.3,9.0,0.0,30457.0,387464.0,0.0,0.0,129720.91666666667,0.12100037837639908,0.07860601242954184
18508,Charged Off,326172.0,Long Term,704.0,845082.0,2-3 years,Home Mortgage,Debt Consolidation,13521.35,23.2,4.0,1.0,118769.0,149952.0,0.0,1.0,70423.5,0.1920005395926076,0.7920467883055912
18510,Fully Paid,322938.0,Short Term,719.0,716642.0,7-9 years,Rent,Debt Consolidation,4956.72,14.5,9.0,0.0,171589.0,475310.0,0.0,0.0,59720.166666666664,0.08299909857362534,0.3610043971302939
18514,Fully Paid,111056.0,Short Term,743.0,1630504.0,4-6 years,Own Home,Debt Consolidation,5760.99,18.0,9.0,0.0,71288.0,917070.0,0.0,0.0,135875.33333333334,0.042399086417451284,0.07773452408213113
18516,Fully Paid,216744.0,Short Term,746.0,1684692.0,2-3 years,Home Mortgage,Big Purchase,23866.47,13.0,12.0,0.0,207423.0,418418.0,0.0,0.0,140391.0,0.17,0.49573154118608664
18517,Fully Paid,187286.0,Short Term,733.0,924217.0,2-3 years,Rent,Debt Consolidation,6353.98,14.0,12.0,0.0,88502.0,353320.0,0.0,0.0,77018.08333333333,0.0824998458154308,0.2504868108230499
18518,Fully Paid,486310.0,Long Term,722.0,1217957.0,4-6 years,Home Mortgage,Debt Consolidation,22024.61,18.7,17.0,1.0,349334.0,481536.0,0.0,1.0,101496.41666666667,0.21699889240753162,0.725457702020202
18519,Fully Paid,319968.0,Short Term,692.0,1055450.0,0-1 year,Rent,Debt Consolidation,13017.09,10.0,6.0,0.0,217113.0,266596.0,0.0,0.0,87954.16666666667,0.1479985598559856,0.8040318383845896
18520,Fully Paid,388278.0,Short Term,735.0,1490360.0,7-9 years,Home Mortgage,Debt Consolidation,7588.41,33.3,10.0,2.0,255246.0,519398.0,2.0,0.0,124196.66666666667,0.06109994900560938,0.4914266131174937
18522,Charged Off,603064.0,Long Term,669.0,1632613.0,10+ years,Home Mortgage,Big Purchase,10271.78,13.2,8.0,0.0,166079.0,231682.0,0.0,0.0,136051.08333333334,0.07549943556740023,0.7168403242375325
18523,Fully Paid,199034.0,Short Term,747.0,897636.0,0-1 year,Rent,Debt Consolidation,17855.63,17.0,10.0,0.0,304133.0,765534.0,0.0,0.0,74803.0,0.23870205740411482,0.39728215859778926
18524,Fully Paid,393096.0,Long Term,676.0,1125142.0,7-9 years,Home Mortgage,Debt Consolidation,22596.51,16.5,17.0,0.0,284810.0,570548.0,0.0,0.0,93761.83333333333,0.24099902056807052,0.49918674677678304
18525,Fully Paid,161986.0,Short Term,732.0,680029.0,0-1 year,Rent,Debt Consolidation,13883.87,18.2,11.0,0.0,316122.0,524392.0,0.0,0.0,56669.083333333336,0.24499902210052807,0.6028352835283528
18531,Fully Paid,724658.0,Long Term,658.0,2031309.0,10+ years,Home Mortgage,Debt Consolidation,19805.22,16.9,17.0,0.0,449179.0,1021790.0,0.0,0.0,169275.75,0.11699974745348936,0.4396001135262627
18533,Fully Paid,313676.0,Short Term,738.0,690422.0,7-9 years,Rent,Debt Consolidation,5126.39,15.7,6.0,0.0,215802.0,621566.0,0.0,0.0,57535.166666666664,0.08910011558148495,0.3471908051598704
18534,Fully Paid,261316.0,Short Term,737.0,1275052.0,7-9 years,Rent,Debt Consolidation,2242.0,28.0,6.0,1.0,84835.0,317900.0,1.0,0.0,106254.33333333333,0.02110031590868451,0.2668606480025165
18535,Fully Paid,511170.0,Short Term,735.0,2332041.0,2-3 years,Rent,Debt Consolidation,54997.59,14.1,15.0,0.0,608228.0,944064.0,0.0,0.0,194336.75,0.28300149096864075,0.6442656430072538
18537,Fully Paid,133584.0,Short Term,697.0,730664.0,10+ years,Rent,Debt Consolidation,3616.84,22.0,13.0,0.0,111435.0,369688.0,0.0,0.0,60888.666666666664,0.059400873725816525,0.30142985436367964
18538,Fully Paid,193952.0,Short Term,713.0,744496.0,0-1 year,Rent,Debt Consolidation,15882.48,14.3,11.0,0.0,150195.0,180994.0,0.0,0.0,62041.333333333336,0.25599836668027764,0.8040318383845896
18543,Fully Paid,111188.0,Short Term,714.0,2104516.0,7-9 years,Home Mortgage,Big Purchase,6769.7,21.3,6.0,0.0,304057.0,437910.0,0.0,0.0,175376.33333333334,0.03860098949117041,0.6943367358589665
18544,Fully Paid,196174.0,Short Term,748.0,941260.0,10+ years,Home Mortgage,Debt Consolidation,8549.81,23.1,6.0,0.0,255569.0,1006544.0,0.0,0.0,78438.33333333333,0.10900040371417037,0.2539074297795228
18546,Fully Paid,60676.0,Short Term,741.0,734673.0,4-6 years,Own Home,Big Purchase,3857.19,27.9,7.0,0.0,54796.0,384494.0,0.0,0.0,61222.75,0.06300256032275584,0.14251457760069078
18547,Fully Paid,265826.0,Long Term,723.0,1339177.0,7-9 years,Rent,Debt Consolidation,8637.78,14.7,2.0,0.0,87058.0,221562.0,0.0,0.0,111598.08333333333,0.07740079168026333,0.3929283902474251
18548,Fully Paid,431112.0,Short Term,751.0,1396215.0,4-6 years,Home Mortgage,Debt Consolidation,6864.7,17.6,6.0,0.0,89015.0,818070.0,0.0,0.0,116351.25,0.05899979587670953,0.1088109819453103
18549,Fully Paid,178156.0,Short Term,747.0,961685.0,10+ years,Home Mortgage,Debt Consolidation,12181.28,14.9,11.0,0.0,180652.0,458678.0,0.0,0.0,80140.41666666667,0.1519992097204386,0.39385364024435443
18550,Fully Paid,464178.0,Short Term,746.0,1447610.0,10+ years,Rent,Debt Consolidation,13873.04,27.1,8.0,0.0,403864.0,842578.0,0.0,0.0,120634.16666666667,0.11500091875574223,0.4793194220594414
18553,Charged Off,395648.0,Long Term,706.0,1687428.0,7-9 years,Home Mortgage,Other,11404.18,12.8,5.0,0.0,70129.0,238810.0,0.0,0.0,140619.0,0.0810998513714363,0.29366023198358526
18554,Fully Paid,134992.0,Short Term,715.0,1111462.0,2-3 years,Rent,Debt Consolidation,24822.93,9.2,10.0,0.0,202863.0,427856.0,0.0,0.0,92621.83333333333,0.26800300864986837,0.4741384951946449
18555,Fully Paid,336380.0,Short Term,712.0,968335.0,10+ years,Rent,Debt Consolidation,21222.62,19.5,13.0,0.0,274056.0,491238.0,0.0,0.0,80694.58333333333,0.26299931325419407,0.5578884369694527
18556,Fully Paid,393272.0,Long Term,666.0,771932.0,0-1 year,Home Mortgage,Big Purchase,21549.8,12.0,21.0,0.0,275538.0,502436.0,0.0,0.0,64327.666666666664,0.33500049227134,0.5484041748600816
18557,Fully Paid,559570.0,Short Term,745.0,2416325.0,4-6 years,Rent,Debt Consolidation,24364.65,21.8,17.0,0.0,596087.0,1601380.0,0.0,0.0,201360.41666666666,0.12100019657951643,0.3722333237582585
18558,Fully Paid,381788.0,Long Term,730.0,1435241.0,2-3 years,Home Mortgage,Debt Consolidation,27628.47,17.3,20.0,0.0,12217.0,943228.0,0.0,0.0,119603.41666666667,0.23100067514793682,0.01295232965942487
18559,Fully Paid,131868.0,Short Term,745.0,1955043.0,10+ years,Home Mortgage,Debt Consolidation,23786.48,32.2,11.0,0.0,399266.0,520608.0,0.0,0.0,162920.25,0.14600075803959298,0.766922521359641
18560,Fully Paid,118514.0,Short Term,717.0,1116630.0,4-6 years,Rent,Debt Consolidation,4178.1,22.4,13.0,0.0,128820.0,424974.0,0.0,0.0,93052.5,0.04490045941807045,0.3031244264354996
